InvestorID,Investor,RiskTolerance,TimeHorizon,IncomeNeeds,LiquidityNeeds,TaxConsiderations,AccountType,Age,InvestmentExperience,OtherAssets,RiskCapacity
805,GFOEDZLDV,Moderate,Short term,150747,Moderate,Yes,401k,52,Experienced,231649,Low
806,JQGHKEMI,Low,Short term,149646,Moderate,Yes,IRA,73,Experienced,595193,Low
807,JGMIR,High,Long term,53513,Moderate,Yes,IRA,42,Experienced,633904,Moderate
808,ORMJNOVV,Low,Long term,89803,High,No,Taxable,66,Experienced,334834,High
809,QDYEOSSH,Low,Long term,187128,Low,Yes,IRA,59,Novice,558226,Moderate
810,BPYNFR,Low,Long term,71650,Low,Yes,IRA,48,Experienced,376284,Low
811,QWJQMO,High,Medium term,117205,Low,Yes,401k,58,Experienced,782223,Moderate
812,QDBSTCDS,Low,Medium term,84830,Low,Yes,IRA,25,Novice,233159,High
813,TMDWGUXDM,High,Long term,85876,Low,Yes,401k,36,Experienced,845037,Low
814,DYZWQX,Moderate,Short term,99134,Low,No,Taxable,64,Novice,277136,High
815,EPKDJMGZ,Moderate,Medium term,189787,High,No,Taxable,47,Novice,270117,High
816,GTKPPB,High,Short term,175407,Moderate,No,IRA,26,Novice,632275,Moderate
817,CWVLYRFX,Low,Long term,195979,Low,Yes,Taxable,52,Experienced,878218,Moderate
818,YIHKUE,High,Short term,85646,High,No,Taxable,37,Experienced,289530,Moderate
819,CWEXN,Low,Medium term,184303,Low,No,IRA,26,Experienced,883686,High
820,SLUKDZKZB,Low,Long term,94145,High,No,401k,44,Novice,475657,High
821,PIBWMBM,Moderate,Long term,126427,Moderate,Yes,Taxable,50,Experienced,815203,High
822,QRTZWBF,Low,Long term,56995,Low,Yes,Taxable,51,Novice,871723,Moderate
823,HWJEB,Low,Short term,177661,Moderate,No,401k,60,Novice,673908,Low
824,AKXQGP,Low,Short term,168660,Moderate,Yes,IRA,28,Novice,939937,Moderate
825,GWCLJ,High,Short term,72607,Low,No,401k,56,Experienced,240009,Moderate
826,XGFZMQE,Moderate,Medium term,126357,High,Yes,IRA,37,Novice,840134,Moderate
827,ZQQIQ,Low,Short term,133458,Moderate,No,Taxable,44,Experienced,738754,High
828,PMNIZKZ,Low,Medium term,166982,High,No,IRA,49,Novice,238432,Moderate
829,FLVSJRUC,Low,Long term,175904,High,No,Taxable,30,Experienced,560050,High
830,INXALU,Moderate,Long term,86925,High,Yes,IRA,41,Experienced,349587,High
831,XUVGJR,Low,Long term,109846,Moderate,Yes,401k,36,Novice,888459,Moderate
832,OQGEXY,Low,Long term,125992,High,Yes,IRA,72,Experienced,740686,Low
833,OXNFDXB,Low,Short term,148952,Low,No,Taxable,71,Novice,605023,High
834,YBVNCVHKC,Low,Short term,63758,Moderate,Yes,Taxable,25,Novice,484978,Moderate
835,WEVMFZSAB,Low,Medium term,198903,High,Yes,Taxable,29,Novice,133701,Low
836,ZSEXOHTYT,Moderate,Long term,133463,High,No,401k,49,Novice,739862,Low
837,ISSZBDV,High,Medium term,86987,Moderate,Yes,IRA,31,Experienced,491361,Low
838,KWRHWEI,Moderate,Short term,181507,Low,Yes,IRA,52,Experienced,765784,High
839,CZBCKBVL,High,Short term,160103,Moderate,No,IRA,56,Novice,505587,Low
840,KQIFTI,Low,Long term,172248,Moderate,No,401k,47,Novice,207994,Low
841,RLUSGFB,Moderate,Short term,187728,Low,No,IRA,40,Novice,367704,Moderate
842,OJJKUECJ,Low,Short term,172286,Low,No,IRA,71,Novice,332810,Low
843,TNGPTOXUL,Moderate,Short term,112397,High,Yes,IRA,42,Experienced,262248,Low
844,KLKHGV,Moderate,Short term,64835,Low,Yes,Taxable,62,Novice,400164,Moderate
845,PLYDSKOTV,Moderate,Long term,57707,Moderate,Yes,Taxable,25,Novice,945342,Moderate
846,DCTGT,High,Medium term,165729,High,No,IRA,44,Novice,271610,Low
847,SCVYNAEH,Moderate,Long term,97915,Low,Yes,401k,66,Experienced,596970,High
848,BDJDC,High,Short term,197453,Low,Yes,401k,66,Novice,913668,Moderate
849,NXMTCDLJX,Moderate,Short term,83122,High,Yes,Taxable,57,Novice,804523,High
850,GPDPBAJR,Moderate,Short term,83074,Low,No,IRA,26,Novice,502196,Moderate
851,OHIQG,Moderate,Long term,191811,Moderate,Yes,401k,30,Novice,245411,Moderate
852,UEHSV,Moderate,Short term,133081,High,Yes,401k,46,Novice,720292,Low
853,FBAPAKPP,Low,Medium term,146783,Low,No,IRA,67,Novice,316030,High
854,CGCSTLUY,High,Long term,98381,Moderate,Yes,401k,54,Experienced,831178,Moderate
855,KDHCRBUW,Moderate,Long term,70890,High,No,IRA,35,Experienced,535767,Low
856,JBKQXCQL,Moderate,Short term,138007,Low,No,401k,59,Experienced,602417,High
857,XIREJ,Moderate,Medium term,128163,Low,No,401k,58,Experienced,369920,High
858,ZWYOHD,Low,Medium term,98742,Moderate,Yes,401k,65,Experienced,860900,Moderate
859,XEAFULJY,Low,Medium term,167980,Moderate,Yes,IRA,28,Novice,995967,High
860,YXRIBAZBS,Low,Medium term,173020,Moderate,No,401k,55,Novice,131810,Moderate
861,NVYUK,Low,Medium term,55489,Moderate,Yes,Taxable,71,Novice,187659,Moderate
862,XDCLY,Low,Medium term,50716,High,Yes,Taxable,32,Experienced,487507,Low
863,AKRWTKMLQ,High,Long term,80651,High,Yes,401k,41,Novice,204248,Low
864,TMVJTRL,Moderate,Medium term,59718,Low,Yes,Taxable,52,Experienced,295571,Low
865,PJEHIZ,High,Medium term,66352,Moderate,No,401k,39,Experienced,861707,Moderate
866,CMHAO,Low,Medium term,98081,Low,Yes,Taxable,43,Novice,545878,High
867,DWGQST,Low,Short term,56682,Moderate,Yes,Taxable,68,Experienced,580853,Low
868,OUERIJPW,Low,Medium term,157612,Low,No,IRA,45,Novice,564583,Moderate
869,XYMSC,Low,Medium term,100999,High,No,Taxable,53,Novice,639841,Low
870,CZOYXY,High,Long term,88842,Moderate,No,401k,55,Experienced,478808,High
871,JCVWNP,High,Long term,88234,Low,Yes,IRA,46,Novice,140142,Low
872,OPYFDJNAS,High,Long term,79174,High,Yes,IRA,53,Novice,456769,Low
873,AGEMLQF,Moderate,Short term,72688,Low,No,401k,73,Experienced,109002,High
874,ISEVJJH,Moderate,Short term,103001,High,Yes,Taxable,60,Novice,150724,Moderate
875,FWQFHEHW,Low,Long term,103154,High,No,Taxable,26,Experienced,593115,Low
876,TBSSMCK,High,Medium term,168379,High,No,401k,45,Novice,385916,Moderate
877,KCZRKK,High,Short term,158091,Low,No,401k,72,Experienced,792437,High
878,ZYZRNI,Moderate,Short term,197951,High,No,IRA,45,Novice,751081,High
879,IMHCRG,High,Short term,58360,Low,Yes,IRA,42,Novice,534511,Low
880,WAYMVMEBA,Moderate,Short term,188635,Moderate,Yes,Taxable,31,Novice,616164,Low
881,VZDVFR,High,Medium term,136351,Moderate,No,Taxable,30,Novice,578905,High
882,PRDULGF,Moderate,Short term,180032,Moderate,Yes,IRA,30,Novice,836558,Low
883,YZVAAQJ,High,Short term,108316,Moderate,No,IRA,28,Novice,743314,High
884,ZLAECYUA,Moderate,Short term,62254,High,No,IRA,25,Novice,225203,Low
885,SQJYQIIDD,Moderate,Long term,96477,Moderate,No,IRA,43,Experienced,957551,Moderate
886,VGCDLDP,Moderate,Short term,103254,Moderate,No,401k,44,Novice,370190,Moderate
887,YMQMVD,Low,Short term,69858,High,No,Taxable,30,Experienced,437204,Moderate
888,CGNSS,Low,Long term,123550,Moderate,Yes,401k,28,Novice,329413,Moderate
889,ZDRUFEGW,Moderate,Medium term,63520,Moderate,No,401k,57,Experienced,150941,Moderate
890,RCAQADB,Moderate,Short term,78776,Moderate,No,401k,49,Novice,143113,Low
891,SWVOWKNM,High,Long term,181358,Moderate,Yes,401k,37,Novice,525593,High
892,MLIOHHP,High,Medium term,171271,Low,No,401k,44,Experienced,471420,Low
893,WSFHZO,Low,Short term,107732,Moderate,No,Taxable,62,Experienced,190914,Low
894,IIGPLPI,Low,Short term,56486,Low,No,401k,37,Novice,993803,Low
895,EDDEKPXL,Moderate,Medium term,189890,Low,Yes,IRA,47,Novice,706743,High
896,TLFBVNEU,High,Long term,93793,High,No,IRA,39,Novice,588120,Moderate
897,QCMMKWQI,Low,Long term,187113,Low,No,Taxable,63,Experienced,184563,High
898,SJRVKCAR,Low,Short term,92378,Moderate,Yes,IRA,52,Novice,456676,High
899,CZCZEYN,High,Medium term,90212,High,Yes,Taxable,38,Novice,762262,High
900,LNIESF,High,Short term,59066,High,Yes,IRA,27,Experienced,884325,Moderate
901,YPMAB,High,Long term,130525,Low,Yes,IRA,37,Novice,875942,Low
902,INBYLVPMW,High,Short term,154340,Low,Yes,Taxable,30,Novice,779555,Low
903,AWUBZ,High,Short term,164753,High,No,Taxable,50,Experienced,944230,High
904,CRWGRKVKB,Moderate,Medium term,80521,High,Yes,IRA,30,Novice,269403,Moderate
905,KMFIG,Moderate,Medium term,72266,Low,Yes,Taxable,32,Experienced,846672,Low
906,UFNRM,Moderate,Medium term,71646,Moderate,Yes,Taxable,35,Experienced,763104,Moderate
907,YUDPJKZ,Low,Short term,52301,Low,Yes,IRA,34,Experienced,584663,High
908,ADOBZWSU,High,Short term,71868,Low,Yes,401k,38,Experienced,804327,Low
909,FGTQLYXPF,Moderate,Medium term,65390,High,Yes,401k,52,Experienced,202790,Low
910,SRZOSULQ,High,Long term,143403,Moderate,Yes,IRA,71,Novice,306218,Moderate
911,TYNCYOKTD,Low,Medium term,109660,Low,Yes,Taxable,57,Experienced,906217,Moderate
912,RRSNEJSE,Moderate,Medium term,84217,Moderate,Yes,IRA,58,Novice,632076,Low
913,DIFFHTT,High,Medium term,53087,High,No,401k,69,Novice,871786,High
914,HKUIEUZR,High,Short term,129639,Moderate,Yes,Taxable,64,Novice,509730,High
915,SAZWWHZ,Moderate,Short term,144586,Moderate,Yes,401k,33,Experienced,799785,Low
916,YCLEKLTJ,High,Short term,87369,Moderate,No,401k,57,Novice,775546,High
917,SFPYDEP,High,Short term,186857,Low,No,IRA,59,Experienced,673753,Low
918,FOCOMG,Low,Medium term,109911,High,No,IRA,67,Experienced,408747,Low
919,IWIVQOWJ,High,Long term,139007,Low,No,401k,31,Experienced,412733,High
920,FKLSBWD,Moderate,Long term,197410,Moderate,Yes,IRA,63,Novice,244397,High
921,LLITSCN,High,Short term,87293,Moderate,Yes,IRA,43,Experienced,350645,Moderate
922,HNIYKFHKU,High,Long term,145104,Moderate,Yes,401k,27,Novice,922224,Moderate
923,AXBUAUEZ,Low,Medium term,111924,Low,No,401k,71,Novice,186579,High
924,EHCTVTZ,Low,Medium term,97040,Low,No,IRA,58,Novice,379117,Moderate
925,JEPITG,Low,Medium term,181036,High,Yes,IRA,26,Novice,285429,Low
926,RDGNGYCLB,High,Long term,147022,Low,Yes,Taxable,48,Experienced,681492,Low
927,DVVZLNI,Low,Short term,169752,Moderate,Yes,Taxable,29,Experienced,910823,High
928,DQASQKJDR,Moderate,Medium term,92299,Low,Yes,IRA,62,Experienced,857223,Low
929,YRIHS,Low,Medium term,198163,Moderate,Yes,IRA,48,Experienced,253828,High
930,GAJRZW,Low,Medium term,116571,High,Yes,Taxable,73,Experienced,472519,Moderate
931,CYEKF,Moderate,Long term,166670,Moderate,Yes,401k,47,Novice,815399,High
932,ANABVB,High,Long term,199383,Moderate,No,Taxable,48,Experienced,612913,High
933,BAQZTZVZ,High,Long term,145103,High,No,IRA,58,Experienced,424452,Low
934,KOTAEKPT,Low,Medium term,197906,High,No,Taxable,70,Experienced,441534,Moderate
935,SPYVX,Low,Medium term,117791,High,Yes,401k,70,Novice,305639,Moderate
936,PFIMYADE,Moderate,Medium term,127105,Low,Yes,401k,69,Novice,590446,Low
937,WKKDF,Low,Medium term,184343,High,No,Taxable,39,Experienced,312066,Moderate
938,JPGUJIS,Low,Long term,98420,Moderate,No,Taxable,28,Experienced,762719,Low
939,MWQPP,Low,Short term,101503,Moderate,No,IRA,53,Experienced,612932,High
940,DNFCUX,Moderate,Short term,95288,High,No,401k,53,Experienced,160022,Moderate
941,EMSBJMJT,High,Medium term,60907,High,Yes,401k,56,Experienced,569924,Moderate
942,DSWJVAXK,Moderate,Long term,111789,Low,Yes,401k,55,Novice,134124,Low
943,PCHAUSS,High,Long term,84470,High,Yes,Taxable,37,Experienced,533084,Low
944,BUOPFDFA,Low,Medium term,186253,High,No,IRA,40,Experienced,334554,Moderate
945,SPKMB,High,Short term,114509,High,No,Taxable,51,Experienced,912367,Moderate
946,XITFOSYR,Moderate,Medium term,150896,Low,No,Taxable,25,Novice,390487,Low
947,AEXWCHRRH,Low,Medium term,119979,Moderate,Yes,401k,33,Experienced,264592,Low
948,SBFSCANGY,High,Long term,138522,Moderate,No,Taxable,41,Experienced,138852,Moderate
949,ZAMXBOZRW,Moderate,Long term,76066,High,No,Taxable,25,Experienced,635197,Low
950,CPUZQJSNO,Low,Medium term,189361,High,Yes,401k,52,Novice,964674,Moderate
951,SWQDZ,Moderate,Long term,155893,High,No,401k,61,Experienced,587592,Low
952,LCARACBQS,High,Long term,133142,High,Yes,IRA,68,Experienced,200475,Moderate
953,ILWVNRZO,Low,Long term,63313,Moderate,Yes,401k,46,Novice,211151,Moderate
954,FAFEWYFS,Moderate,Medium term,198456,High,No,Taxable,74,Experienced,349111,Moderate
955,FQAWCAVOG,High,Medium term,194420,Low,No,Taxable,50,Experienced,334049,High
956,DMLACLIZP,High,Short term,86309,Low,No,Taxable,44,Experienced,616060,Low
957,ZRLZCIU,Low,Medium term,69779,Low,Yes,401k,74,Experienced,147460,Moderate
958,TNAQTHV,Moderate,Short term,193644,Low,Yes,IRA,56,Experienced,460846,High
959,ONSFVQLTJ,High,Medium term,64519,Moderate,No,401k,53,Novice,539861,Low
960,IPFKCPM,High,Long term,135473,High,Yes,IRA,39,Novice,222714,Low
961,LZTHIB,High,Medium term,70112,High,No,Taxable,73,Experienced,265458,High
962,WBSBHF,High,Short term,85258,Moderate,Yes,401k,68,Experienced,799720,Low
963,NWNOH,Low,Long term,58007,High,No,401k,34,Novice,949719,Low
964,UEWKIEEN,High,Short term,160637,Moderate,No,Taxable,57,Experienced,615523,Low
965,WIJKRVM,High,Short term,173585,Moderate,No,Taxable,53,Experienced,133502,High
966,LTQQAXDE,Moderate,Long term,81307,Low,No,401k,57,Experienced,720545,Low
967,CYUSQMLZE,Moderate,Long term,65498,High,No,IRA,36,Novice,868339,High
968,WBPFZGZUZ,High,Long term,102408,High,No,Taxable,42,Experienced,675471,Moderate
969,XLKAUNR,High,Short term,159293,High,No,401k,42,Experienced,942281,Low
970,VGKGLT,Low,Short term,155878,Low,Yes,Taxable,54,Novice,196474,High
971,LSQAMAJHP,High,Long term,86814,High,Yes,401k,74,Experienced,926823,Low
972,FBAFBSE,Moderate,Long term,145572,Low,Yes,Taxable,64,Novice,176901,Low
973,QLNND,Low,Long term,99432,High,No,401k,32,Experienced,483335,High
974,SKUEZGP,Moderate,Medium term,63956,Moderate,No,401k,34,Novice,201260,Low
975,NQBEZW,Low,Long term,58013,Moderate,No,IRA,40,Novice,195678,High
976,CHMYPEOG,High,Medium term,141259,Low,No,IRA,57,Experienced,575792,Moderate
977,BHVJLLZR,Low,Long term,61510,Low,No,Taxable,33,Experienced,437508,Moderate
978,NUTOLANPL,Moderate,Short term,165596,Moderate,Yes,Taxable,56,Experienced,679758,High
979,NTKTKXJSA,Low,Short term,109618,High,No,401k,65,Experienced,207026,High
980,QQAUB,Low,Short term,199458,High,Yes,Taxable,61,Experienced,505111,Moderate
981,WFNXLT,High,Medium term,93699,High,Yes,401k,65,Novice,803232,Moderate
982,CZDHDTCRD,High,Long term,137829,Low,Yes,IRA,73,Experienced,988655,High
983,DLZARC,Low,Short term,137183,Moderate,No,401k,46,Experienced,859648,Moderate
984,ZEAVE,Low,Medium term,75706,Low,Yes,401k,29,Experienced,501459,Moderate
985,DZZCDYL,High,Short term,66489,Moderate,Yes,IRA,72,Novice,626769,High
986,QRPSSBW,Low,Short term,56710,High,No,IRA,34,Experienced,565549,Low
987,YVBLKSAGT,High,Short term,80245,Low,No,Taxable,57,Novice,186217,High
988,ASGEX,High,Medium term,194979,Low,Yes,Taxable,37,Experienced,617929,Low
989,SFDGKL,Low,Short term,73038,Low,Yes,IRA,66,Novice,278681,Low
990,MWQIR,Moderate,Medium term,174745,Low,Yes,401k,50,Novice,643607,Moderate
991,OYAJKP,Low,Long term,169812,Low,No,Taxable,70,Experienced,200199,Moderate
992,YDQDVA,High,Short term,177789,Low,No,Taxable,49,Novice,364760,High
993,IWTEZZ,High,Short term,75150,Moderate,Yes,401k,50,Novice,663331,Moderate
994,QXDFUAGBC,High,Medium term,116529,Moderate,Yes,Taxable,27,Experienced,927389,Low
995,GWPHVQMS,Moderate,Medium term,169249,Low,Yes,Taxable,57,Experienced,836938,Moderate
996,FJPEAMAC,Moderate,Medium term,81539,High,Yes,IRA,71,Novice,703401,Low
997,RLYLNIFS,High,Long term,67893,Low,Yes,Taxable,73,Novice,484028,Low
998,WWLIPVVWF,Low,Long term,70002,Low,No,IRA,44,Experienced,800016,Low
999,ENAWVWWT,High,Medium term,117579,High,No,401k,66,Experienced,470751,Low
1000,BAYBUYNYW,High,Medium term,71153,High,Yes,IRA,50,Experienced,345587,Moderate
1001,KCIKXTPZK,High,Long term,133557,Moderate,Yes,IRA,66,Novice,687719,High
1002,GJWTAOTMD,High,Medium term,59728,High,Yes,IRA,36,Experienced,334484,Low
1003,SDRFBJQ,Moderate,Medium term,83534,High,Yes,Taxable,55,Experienced,571677,Moderate
1004,UFEDBDFDT,Low,Medium term,106205,High,Yes,Taxable,49,Novice,599718,High
1005,TLKUZN,Moderate,Medium term,67821,Moderate,Yes,Taxable,36,Experienced,820421,Low
1006,LGSQW,Moderate,Long term,113890,Moderate,Yes,IRA,32,Experienced,504485,Moderate
1007,JAVMO,Low,Long term,52573,High,No,401k,62,Experienced,576550,Low
1008,FMMDRO,High,Short term,173195,Moderate,No,IRA,35,Novice,655965,Low
1009,WXIRW,High,Long term,70722,High,Yes,401k,50,Experienced,473555,Low
1010,ZUYKJZ,Low,Medium term,140575,High,No,IRA,49,Experienced,939251,Low
1011,DHPGY,Moderate,Medium term,98565,Low,Yes,IRA,70,Novice,803085,High
1012,ZTTIZAG,Moderate,Short term,140688,High,No,401k,71,Experienced,973398,Low
1013,KFDLQJI,Moderate,Short term,118829,Low,No,401k,32,Experienced,381585,Moderate
1014,FTTZWIXEX,High,Short term,63357,Low,No,Taxable,65,Experienced,892284,Moderate
1015,UIQMZ,Low,Long term,131761,Low,Yes,401k,64,Experienced,976975,Low
1016,POIAYO,Low,Short term,97759,Moderate,Yes,401k,69,Experienced,493781,Low
1017,NEKHRBJ,High,Long term,131152,Moderate,Yes,IRA,62,Experienced,209785,Low
1018,UFJRWII,Low,Medium term,179599,High,No,401k,66,Experienced,309497,Low
1019,CCPRJTR,Moderate,Long term,132281,Low,No,IRA,64,Experienced,438649,Low
1020,FSHJZHD,High,Short term,60216,Moderate,No,IRA,73,Novice,717088,Low
1021,JSBFSLNBK,High,Short term,150985,Moderate,Yes,401k,31,Experienced,125270,Low
1022,MZVSZUL,Moderate,Long term,179793,Low,No,Taxable,38,Experienced,431590,Moderate
1023,LNVLQIBL,High,Short term,177082,Moderate,No,Taxable,29,Novice,885477,High
1024,HIELGYD,High,Short term,164935,Low,Yes,IRA,63,Experienced,459164,Low
1025,HHEJAUG,High,Medium term,137374,Moderate,No,IRA,62,Experienced,716074,High
1026,TNOIHNE,Low,Short term,106639,High,Yes,401k,65,Novice,535245,Moderate
1027,UMSLPB,Low,Medium term,119220,Low,Yes,Taxable,27,Experienced,766803,High
1028,UGRCB,Low,Short term,103781,High,Yes,IRA,62,Experienced,199143,Low
1029,RSOXL,Low,Short term,186212,Low,Yes,401k,49,Experienced,700440,Moderate
1030,FVJTD,Low,Long term,148999,Low,No,401k,52,Novice,705611,Moderate
1031,KNZFVEEX,Moderate,Short term,198990,Moderate,Yes,IRA,29,Experienced,529510,High
1032,ECLVC,Low,Long term,142960,High,No,401k,59,Experienced,776791,High
1033,PNKYLFN,High,Medium term,66029,Moderate,No,IRA,35,Experienced,312306,Low
1034,FKJKT,High,Medium term,179635,Moderate,Yes,IRA,64,Experienced,561764,High
1035,ZJJUJ,High,Medium term,117781,High,No,401k,55,Experienced,600600,Low
1036,QUVWICF,Low,Short term,168797,High,No,401k,61,Experienced,144745,Moderate
1037,ATFVDQU,High,Short term,194247,Low,No,Taxable,30,Experienced,155386,Low
1038,ZLSUC,Moderate,Short term,145748,Low,Yes,401k,29,Novice,336144,Moderate
1039,XXQUJIAHV,High,Long term,87719,High,No,IRA,60,Novice,430583,Low
1040,OIVWDUJ,High,Long term,159174,High,Yes,IRA,72,Novice,522773,Low
1041,FCNQQYEW,Moderate,Medium term,60112,High,Yes,401k,52,Experienced,670348,Moderate
1042,OSUIE,High,Short term,180768,Low,No,Taxable,63,Novice,778916,High
1043,ZWESHNHAM,Low,Medium term,194861,Moderate,No,401k,55,Experienced,299689,High
1044,RBPPSK,Low,Long term,114237,Moderate,No,401k,46,Novice,822067,Moderate
1045,FWNUDPI,High,Long term,53534,Low,Yes,IRA,74,Novice,221873,Low
1046,XEHGH,High,Short term,54032,Moderate,Yes,401k,29,Novice,851310,High
1047,IWFNKIG,Low,Medium term,119334,High,Yes,IRA,36,Experienced,287062,High
1048,SULDGZS,High,Long term,67744,Low,No,Taxable,68,Novice,437702,Moderate
1049,HUWABA,Low,Short term,137669,High,No,401k,74,Experienced,558821,High
1050,ZNGVNJT,High,Long term,190249,Moderate,No,IRA,54,Experienced,211043,Moderate
1051,RGYBFIKM,Moderate,Long term,113989,Moderate,No,Taxable,73,Novice,225822,Moderate
1052,GNAKOEISW,High,Medium term,107957,High,Yes,Taxable,40,Experienced,336605,High
1053,DHNUOHB,High,Medium term,56317,Low,No,IRA,42,Novice,230913,Moderate
1054,LMNYB,Moderate,Short term,69289,High,No,Taxable,69,Novice,892841,Moderate
1055,KDHCCFXU,Low,Short term,79891,Moderate,Yes,Taxable,46,Novice,121948,Moderate
1056,PBUAA,Low,Short term,143636,Low,No,401k,49,Experienced,558339,High
1057,EYABNKS,High,Long term,118662,Moderate,Yes,IRA,43,Experienced,974088,High
1058,DPYYPINQB,High,Long term,197118,High,Yes,IRA,27,Experienced,679022,Low
1059,BNPGYAW,Moderate,Medium term,171326,High,Yes,Taxable,72,Experienced,735417,Low
1060,DVODDLVPL,High,Medium term,133455,Moderate,No,IRA,53,Novice,158423,High
1061,YRUVSNSE,Moderate,Medium term,69314,High,Yes,IRA,65,Novice,330504,Moderate
1062,GLLEBMQ,High,Long term,109460,High,Yes,Taxable,58,Novice,961852,High
1063,LOZAAH,Moderate,Long term,194800,Moderate,No,Taxable,40,Novice,930407,Low
1064,ZYMNGEXV,Moderate,Long term,144643,Moderate,Yes,401k,40,Experienced,666455,Low
1065,XCRRGIG,Moderate,Short term,196636,Low,Yes,IRA,56,Novice,658552,High
1066,JMIEFVLN,Moderate,Long term,193041,High,No,401k,69,Novice,165839,Moderate
1067,NFUPNFGU,Moderate,Short term,96566,High,No,IRA,33,Novice,639256,Low
1068,MKNIIIWD,Moderate,Medium term,81681,Moderate,Yes,Taxable,49,Experienced,362088,Low
1069,QLMEJOXP,High,Short term,94910,Moderate,Yes,IRA,43,Novice,437582,High
1070,TEQZEB,Moderate,Long term,188033,Moderate,Yes,Taxable,47,Novice,853677,Low
1071,YCFQUDXDA,Moderate,Medium term,153671,High,Yes,Taxable,67,Novice,812363,High
1072,TVFHUE,Moderate,Short term,162152,High,No,IRA,62,Novice,572217,High
1073,AQXWF,High,Short term,193019,Low,No,IRA,41,Experienced,530645,Low
1074,XRRQEFUCI,Low,Short term,167129,High,No,IRA,52,Experienced,847855,Moderate
1075,HJENJZXA,Moderate,Short term,179676,Moderate,Yes,401k,50,Experienced,933015,Moderate
1076,JZPQIF,High,Long term,52919,High,No,401k,25,Experienced,615001,High
1077,IBNZR,High,Medium term,107209,Moderate,No,401k,36,Experienced,360367,High
1078,JCGKNYF,Moderate,Medium term,74122,Low,No,401k,49,Experienced,796860,Moderate
1079,AIZAASK,High,Medium term,120754,High,Yes,401k,63,Experienced,164141,High
1080,GIKWYMJO,Low,Medium term,111149,High,Yes,IRA,54,Experienced,463813,Moderate
1081,STIGBNL,Low,Long term,51122,Low,No,401k,61,Novice,864288,Moderate
1082,XTCJLVBFI,Low,Long term,173125,High,No,401k,37,Novice,567707,High
1083,DPGEX,High,Long term,62868,Low,Yes,IRA,49,Experienced,161838,Low
1084,YAQEFIAYK,Low,Short term,82691,Moderate,No,IRA,48,Experienced,822795,Moderate
1085,KBNJGYZR,High,Short term,149669,High,No,401k,62,Novice,548747,Low
1086,SWGUHW,Low,Long term,180646,High,No,401k,65,Experienced,379228,Low
1087,HUKTLZLQ,Moderate,Medium term,86851,Low,No,401k,62,Experienced,640111,High
1088,ODFRRL,High,Long term,168587,High,Yes,IRA,33,Experienced,838437,High
1089,SBCACHD,Moderate,Medium term,153646,Moderate,Yes,IRA,44,Novice,682241,Moderate
1090,TMZSCLA,Low,Long term,196639,Low,No,401k,69,Experienced,554662,Moderate
1091,QQBSSGQIZ,Moderate,Long term,126438,High,Yes,IRA,69,Experienced,904224,High
1092,IOOPLEXN,Moderate,Long term,54177,Low,No,IRA,60,Novice,818743,Moderate
1093,SKTATBI,High,Long term,119921,Moderate,Yes,Taxable,70,Novice,717125,High
1094,PSTTDNOII,High,Long term,147826,Moderate,Yes,Taxable,46,Novice,888113,High
1095,UXPZTHD,High,Long term,56075,Low,No,IRA,53,Experienced,385358,High
1096,TCBNENR,Low,Medium term,82338,Moderate,No,Taxable,53,Novice,814446,High
1097,KVUIHWBJ,Moderate,Medium term,170361,High,No,Taxable,26,Experienced,516952,High
1098,GHMDMQ,High,Short term,59105,High,Yes,401k,35,Experienced,248307,High
1099,FQEDL,Moderate,Medium term,186503,Moderate,No,401k,31,Experienced,343265,Low
1100,LNKSCGZKC,Low,Long term,111244,Low,No,401k,61,Experienced,773664,Moderate
1101,ZWYGYRK,Low,Medium term,191628,Moderate,Yes,Taxable,34,Novice,362460,Low
1102,HRQJONVSP,High,Short term,110116,High,No,Taxable,26,Novice,156643,Low
1103,CFJMXKHR,High,Medium term,134016,High,Yes,IRA,47,Novice,324378,Low
1104,WPLPZYCZK,Moderate,Short term,189552,High,Yes,401k,39,Experienced,147869,High
1105,JCAIOHBSP,High,Long term,97564,Moderate,No,401k,50,Experienced,809854,Moderate
1106,GNYIPI,Low,Medium term,123663,Moderate,No,401k,65,Novice,956822,High
1107,UTAXYQME,Moderate,Medium term,58759,Low,Yes,Taxable,26,Novice,126316,High
1108,PQDCW,Low,Short term,75396,High,No,IRA,29,Experienced,758355,Moderate
1109,CISFV,High,Short term,169737,Moderate,Yes,Taxable,26,Experienced,940405,Low
1110,RBBGKHTJI,Low,Short term,61072,Moderate,Yes,IRA,53,Experienced,449986,Moderate
1111,AWBQYKAWE,Low,Long term,98793,High,Yes,Taxable,65,Experienced,841508,Low
1112,FZRIU,Moderate,Medium term,54671,High,Yes,Taxable,28,Novice,371591,High
1113,ZGASPNDX,Moderate,Short term,77297,Low,Yes,IRA,47,Novice,915349,Moderate
1114,BIAQCM,High,Medium term,109832,Low,Yes,401k,70,Novice,140248,Low
1115,VKGGADPDP,High,Long term,112756,High,No,401k,26,Experienced,833842,Low
1116,ZYFLNBX,High,Short term,138560,Low,No,IRA,66,Novice,301911,Moderate
1117,NHUCSZ,Moderate,Short term,186904,High,Yes,IRA,32,Experienced,785915,High
1118,RMQYFKYNH,High,Medium term,83844,Moderate,No,IRA,48,Experienced,195268,High
