CompanyID,Company,Size,Profit,Industry
21638,ESDOSI,212,85,Tech
21639,KDFPTB,292,48,Health
21640,STTJCNY,388,24,Finance
21641,PCESMKFJ,192,86,Finance
21642,OIVDMYDI,169,73,Tech
21643,WZTUNSF,203,34,Health
21644,QHTLKC,288,93,Tech
21645,CCFQJKIBW,313,70,Finance
21646,WXEWRXOLV,307,51,Tech
21647,CNIUXLP,476,36,Finance
21648,ULVGREH,184,81,Health
21649,FEQCQKN,328,43,Health
21650,OTUDZVCAU,395,56,Tech
21651,SVPCDLAJ,218,83,Tech
21652,YERMRQBE,273,87,Finance
21653,MYKBQEE,71,90,Finance
21654,WIVWPRAB,62,93,Tech
21655,CWSKU,486,76,Finance
21656,WRWWIC,328,53,Health
21657,VZCJWNPQF,412,27,Health
21658,NBZND,313,27,Finance
21659,VVENYICAM,223,55,Finance
21660,YZCQSQBS,177,17,Tech
21661,UPRTBRCON,299,84,Finance
21662,QVIIOWJA,151,46,Finance
21663,AYOTLY,376,24,Tech
21664,ISHQCRD,332,68,Finance
21665,JQGLVY,237,88,Tech
21666,LDGJVSWP,247,75,Finance
21667,SBEMQ,490,60,Finance
21668,KIMKBEYQ,280,15,Finance
21669,NIJLHF,472,47,Health
21670,YZYKCOK,117,94,Health
21671,GCBPKU,387,43,Health
21672,HSZLU,440,54,Tech
21673,WEMNTLI,120,79,Finance
21674,CJAZWSFQJ,354,82,Finance
21675,FHLNTDQTD,279,55,Tech
21676,JIJNIZPL,434,55,Health
21677,KWDMQ,98,16,Finance
21678,CPTSMO,323,15,Health
21679,NXSMASWER,73,48,Health
21680,SFHVWZ,117,97,Tech
21681,MJBQGABD,271,93,Finance
21682,NIJOJGHVF,335,66,Health
21683,IBLGXGBS,438,39,Finance
21684,KBOVXP,133,75,Tech
21685,MKYZERW,156,62,Finance
21686,AOQTJ,156,72,Tech
21687,MZDJASVTP,159,10,Health
21688,GIJHYXD,72,93,Health
21689,ZTRCNB,104,75,Finance
21690,CKXUIAUA,432,51,Health
21691,KEXRX,359,48,Finance
21692,QBYAM,333,57,Health
21693,ITCAHZSAK,313,67,Tech
21694,TFJCL,329,27,Health
21695,HMFNX,141,55,Finance
21696,ZKFMPCF,193,72,Health
21697,OHTPH,292,87,Health
21698,TRSRO,54,35,Health
21699,BAGLXCY,232,81,Finance
21700,AQBBKSEUF,138,61,Finance
21701,PLGGSPMHC,343,68,Finance
21702,SZIVDBHLO,97,82,Finance
21703,YLBGO,133,39,Finance
21704,UVTXUE,71,59,Tech
21705,YURTA,181,41,Health
21706,ETIAK,367,82,Tech
21707,UWFRYRI,326,40,Finance
21708,SMDOF,487,26,Finance
21709,WWBFJU,409,42,Tech
21710,DVRJCROIJ,243,36,Tech
21711,IAMFBVJR,446,51,Finance
21712,AXCPKGC,89,20,Health
21713,JPCNKEM,93,37,Health
21714,DAUGLYE,437,59,Health
21715,QGNQPPE,481,18,Tech
21716,EEKWTU,280,35,Finance
21717,IUBCCIVAG,436,30,Tech
21718,YESOA,381,96,Tech
21719,UAUJJDEUT,418,65,Health
21720,DRRUXMENZ,243,90,Tech
21721,DLSUEOW,330,77,Health
21722,TSAXLQH,58,48,Health
21723,NUUESTR,378,15,Finance
21724,GALVBESUU,366,48,Health
21725,BNVOZYCU,456,55,Health
21726,ZYVECAZ,349,78,Tech
21727,MFUMFOGSA,98,86,Finance
21728,QESQQ,356,28,Finance
21729,CNODX,232,33,Tech
21730,PHTLCPZM,243,75,Health
21731,QGWAVURJ,208,98,Tech
21732,IKRDQDNV,416,31,Tech
21733,RQUSVPOMC,89,61,Tech
21734,EDXGIUNSU,307,27,Finance
21735,OSZVL,299,93,Finance
21736,UUTHZB,288,32,Health
21737,NQUEFP,198,68,Tech
21738,FOZCOORPB,273,76,Finance
21739,FZOXXMJTC,201,36,Finance
21740,CPBYZQR,266,65,Finance
21741,KURWP,266,35,Tech
21742,GQEQFGA,245,94,Health
21743,PNAJZ,338,78,Tech
21744,FIPWKQO,401,52,Tech
21745,NYXKNO,168,92,Health
21746,DFPKBLZ,331,27,Finance
21747,WZVEG,400,43,Health
21748,ATGQFAJQF,397,83,Health
21749,JHEBWMLTR,248,18,Finance
21750,PXZKAA,197,37,Health
21751,QFPLZSO,168,23,Health
21752,DBZMTMY,149,89,Finance
21753,MTOYOXIU,106,66,Tech
21754,DJMEMFL,215,16,Finance
21755,FIXIZQDP,429,99,Health
21756,BXQBOLR,296,79,Tech
21757,NTUGRZYQ,332,93,Health
21758,ZMLTM,490,41,Finance
21759,WRFTCKOL,110,47,Tech
21760,LXMQB,126,36,Tech
21761,FIMXHCT,285,54,Health
21762,OCIMH,494,67,Finance
21763,LMCBH,153,48,Finance
21764,UHXGG,407,37,Tech
21765,NHPLL,186,49,Health
21766,LIEUN,423,93,Health
21767,BRNMESQE,428,46,Finance
21768,PWQUUDYJZ,54,19,Health
21769,TOGZOFV,495,21,Tech
21770,VLYBL,205,83,Tech
21771,OFCKRCTO,52,20,Health
21772,CONOJ,76,49,Health
21773,GNBJZ,91,89,Finance
21774,WJCYYINZ,437,86,Tech
21775,DDWMDCHOG,421,46,Tech
21776,CIVHL,372,37,Tech
21777,SOADJ,406,79,Tech
21778,LQINBIMXO,237,71,Finance
21779,LLSKKO,260,28,Health
21780,CPSBVXD,373,39,Health
21781,HGGWED,272,43,Tech
21782,KSCJL,484,70,Tech
21783,YNMGBOZC,189,57,Health
21784,POOWQEYXI,109,43,Tech
21785,TDOSFLDP,362,99,Health
21786,LYKIWTIDO,312,84,Finance
21787,UZDNHTTOR,153,28,Tech
21788,VZWPDMLYD,104,89,Finance
21789,OKQQXGMOG,139,11,Health
21790,DQYZB,375,71,Tech
21791,TYHABOZ,76,77,Finance
21792,SCZVCKILW,342,41,Tech
21793,FUVOHGZ,360,33,Finance
21794,HYNTVFEF,386,90,Finance
21795,XYCGMNJKR,203,73,Finance
21796,WHVIVOUJY,367,75,Finance
21797,CLANF,352,41,Finance
21798,SDHWUCP,194,68,Finance
21799,UUHAVGX,376,24,Finance
21800,GRFONDUD,209,19,Finance
21801,NQPCDM,408,28,Health
21802,CSTDDQPG,463,59,Finance
21803,XSPFKLZO,72,60,Tech
21804,UODKKYQ,479,53,Finance
21805,MDUADLU,441,32,Finance
21806,NWYJHCV,388,44,Finance
21807,ICIMNHWK,354,99,Tech
21808,XXQOVVAO,493,64,Finance
21809,PVQQIU,68,32,Tech
21810,GKGTGO,246,50,Finance
21811,FNKDNMYXW,368,83,Health
21812,MPFYLIDZP,365,14,Health
21813,TMOLZAV,408,65,Finance
21814,OZTUP,189,80,Health
21815,PTDGGB,230,69,Tech
21816,EVDWJPD,192,69,Finance
21817,BGJTEHUB,191,63,Finance
21818,YGDXSRXAB,76,70,Finance
21819,ORCHJBZ,491,95,Health
21820,WFQFT,313,24,Health
21821,YCJXC,326,20,Tech
21822,XWIJM,104,66,Health
21823,OWLWFB,436,25,Finance
21824,VKSKB,316,77,Health
21825,APXYOJA,469,14,Finance
21826,RSVFLRMQU,76,19,Health
21827,VHIIL,378,69,Tech
21828,NJGXF,342,23,Finance
21829,DDJULSWGV,250,94,Finance
21830,NQKFL,488,89,Tech
21831,KMAYWUQY,131,76,Tech
21832,KUSOXTVO,266,46,Finance
21833,ZCNMDHV,93,48,Tech
21834,FFBBSLFBI,167,89,Tech
21835,AEYUIGC,53,50,Finance
21836,VDSIX,148,19,Health
21837,OCTLNE,302,29,Tech
21838,BJHIZJ,218,64,Health
21839,BKWLY,449,24,Finance
21840,ZRGVSQIXQ,490,55,Tech
21841,PWJFO,419,81,Finance
21842,QBMSCW,185,36,Tech
21843,JGYDQDX,483,22,Finance
21844,CIXHPN,477,37,Finance
21845,FECSZY,160,12,Health
21846,SLNIT,207,82,Health
21847,IQFWBUK,104,56,Health
21848,EFLQXEDNQ,250,53,Health
21849,GCHXBFZ,457,11,Health
21850,IRJYPYQ,148,89,Finance
21851,KNNCSG,201,35,Health
21852,FZWVFDVW,109,65,Finance
21853,SAEHX,408,95,Finance
21854,MHLUJRQED,401,83,Finance
21855,MCCSYS,470,46,Finance
21856,SNDXI,475,67,Finance
21857,FSYXORTD,79,22,Finance
21858,BMXTKPPHT,112,13,Tech
21859,NOLRLB,244,68,Tech
21860,FFEWCBTSQ,267,91,Health
21861,NOMPKY,301,86,Health
21862,OTZWPOZQB,160,15,Health
21863,EQFZFGT,51,36,Tech
21864,JDNADGAT,111,28,Tech
21865,SWZNC,170,51,Finance
21866,AYXAO,313,21,Health
21867,QNKYXLIG,191,88,Finance
21868,MNISFN,117,20,Health
21869,GPDRLZFMU,205,17,Finance
21870,IYEMYDRU,152,10,Finance
21871,QMLXDGN,444,74,Health
21872,RSHCYWJC,324,99,Finance
21873,WZJVBLH,311,93,Tech
21874,OKKFNEAO,224,68,Health
21875,WFHOT,75,78,Finance
21876,FQAUZ,388,80,Health
21877,KXVSMIUEI,160,60,Finance
21878,CRGVCQAIZ,481,45,Finance
21879,TCLIE,110,63,Finance
21880,WCLDV,475,25,Health
21881,GYRGUK,361,30,Tech
21882,IOEXIZND,429,72,Health
21883,EDAWHEXG,279,70,Health
21884,SYLADZW,354,46,Health
21885,RKLCBG,376,64,Tech
21886,MDADWECS,101,89,Finance
21887,HTXSL,346,15,Finance
21888,UNUEPB,456,22,Finance
21889,ASXYTNPAT,240,20,Health
21890,WHXFH,251,57,Health
21891,MCHFW,180,19,Health
21892,YCBYMPJL,343,72,Tech
21893,QUIBUGH,51,55,Health
21894,ZIJFM,343,17,Tech
21895,SRAFPR,181,93,Health
21896,OVRYM,255,13,Finance
21897,GXAJGKMI,344,66,Health
21898,CJMFODRW,107,92,Finance
21899,INSMQTFB,162,58,Tech
21900,RSJKZMBNT,374,91,Health
21901,JOOQZPE,369,21,Health
21902,IIEVFO,131,89,Tech
21903,VJDPCAKVE,353,84,Finance
21904,TQGOKF,268,72,Tech
21905,WDITODR,373,67,Finance
21906,LWLTS,70,22,Health
21907,QGHLVNRY,457,54,Finance
21908,CKVKFVZD,336,18,Tech
21909,KTYAMPLWV,97,67,Finance
21910,EADKKYVT,95,55,Health
21911,AXNRLGQX,70,11,Tech
21912,MTGXPJ,107,16,Finance
21913,FBABXOOR,401,83,Finance
21914,VLTFNJTT,466,45,Tech
21915,VVYSAHCP,376,69,Health
21916,GKQLIIEZA,164,97,Tech
21917,MFQKG,271,36,Tech
21918,ELKUNE,359,17,Tech
21919,HMMDNOTN,128,15,Finance
21920,DWOQELDCK,79,92,Finance
21921,BWDBVJLPM,175,65,Health
21922,EIPXTNUW,97,87,Health
21923,GGJUKZKH,498,44,Health
21924,TZKIAIW,451,43,Finance
21925,AEZGI,92,61,Tech
21926,EKRWGEFRC,257,30,Tech
21927,MCKTZ,452,32,Tech
21928,YOLWWKB,86,73,Finance
21929,DCXZXISZV,203,29,Finance
21930,TEPRL,232,49,Health
21931,AKDAWY,397,46,Finance
21932,DQPBDRNP,369,82,Tech
21933,LHKEQF,408,16,Health
21934,STQILKGF,332,19,Tech
21935,XIPSBIXV,189,47,Finance
21936,LLGNBVOZQ,286,39,Health
21937,LLVYBHZ,235,88,Finance
21938,IVMIR,150,48,Finance
21939,JCOQB,379,98,Tech
21940,URAHEN,199,26,Health
21941,INZRPC,86,60,Tech
21942,HMLRVOXL,78,35,Health
21943,GHUAT,411,74,Tech
21944,PKTYXC,92,72,Finance
21945,ZYCVULKB,121,35,Finance
21946,WDMVE,398,52,Finance
21947,JCKOIE,207,46,Finance
21948,NFYHFW,168,94,Health
21949,DZPOBB,365,10,Health
21950,FHSQPYOG,113,87,Tech
21951,NARXM,131,55,Finance
21952,CQCER,382,82,Tech
21953,ATRUOXIAZ,57,22,Finance
21954,LNAMWR,267,69,Tech
21955,NXHZXEF,403,12,Finance
21956,JOUKNW,63,14,Tech
21957,BHKKIGKS,442,89,Health
21958,LPAZZCQ,91,18,Finance
21959,HXAXWP,401,55,Finance
21960,GYKAB,457,51,Finance
21961,YPOFXGS,340,45,Tech
21962,VMPXD,180,83,Finance
21963,RZAVS,457,91,Finance
21964,TVAFME,86,24,Tech
21965,DKLZGO,491,67,Finance
21966,KUQQTVER,270,59,Health
21967,OWGTXPVO,96,41,Finance
21968,XRTWBZUGX,272,60,Health
21969,ZMGCJ,485,31,Health
21970,JTQYR,176,15,Health
21971,LWFXO,202,16,Health
21972,LAJDTHJ,489,22,Tech
21973,QSSDI,271,16,Health
21974,TJREMSKE,431,76,Tech
21975,TBQDDVLY,177,72,Health
21976,TOHGCNK,495,90,Health
21977,HKGDVGS,281,18,Tech
21978,DYTVXHOV,214,22,Finance
21979,MCWGUAKJJ,75,90,Finance
21980,EYNMEN,136,59,Finance
21981,SEXYLAYC,332,95,Health
21982,BVYUCY,249,88,Tech
21983,KPVERS,326,78,Finance
21984,YBHXLJXPK,291,41,Tech
21985,TOXPVQ,424,48,Health
21986,VGLJL,310,18,Health
21987,OCEWNPITB,484,65,Tech
21988,QPKFSXCQH,81,71,Finance
21989,IPTDK,466,41,Health
21990,FGTJUASNK,269,58,Finance
21991,TPNGH,229,46,Tech
21992,GSQCEC,487,20,Health
21993,YUYYWUB,245,94,Health
21994,PVWXJADH,168,38,Health
21995,ASXVNAJGS,78,62,Tech
21996,CBZXOHMX,197,54,Finance
21997,MKGKRDE,334,10,Tech
21998,LATLTZONT,457,82,Health
21999,JMWORNZJG,159,15,Tech
22000,RERMR,379,80,Tech
22001,LXIGEWVTK,146,88,Tech
22002,CGOVZ,148,54,Tech
22003,BJRCH,87,84,Tech
22004,OOCRPQFUR,265,19,Tech
22005,BPBUGXKKO,399,21,Tech
22006,LHBYBIXUB,470,11,Health
22007,BQEUTYUK,249,61,Tech
22008,SXAOMFYQU,172,94,Finance
22009,OCHKM,68,96,Finance
22010,PEAUFUISW,342,67,Tech
22011,SGOTIKNUV,95,94,Finance
22012,YCJMCRTRI,57,26,Health
22013,NTZOYFPH,445,68,Tech
22014,DUBQSRRH,135,63,Finance
22015,JZYYZGNVC,170,56,Health
22016,XMKOQKL,106,33,Tech
22017,DDBVJ,390,20,Finance
22018,HWIIDHH,328,44,Finance
22019,ETEPPA,309,70,Finance
22020,MZIUZER,97,18,Tech
22021,TVMFNZJD,217,88,Finance
22022,HXNQRQXO,103,37,Tech
22023,OVDQVYO,127,29,Finance
22024,JJAYVDIB,152,32,Tech
22025,ERCMTWU,77,51,Tech
22026,XFGAQINXX,157,26,Finance
22027,JAROTO,119,48,Health
22028,VXMDWM,134,70,Health
22029,XFGLSJZ,118,82,Finance
22030,IFWETYPCB,396,60,Health
22031,OZVOJBHIN,466,35,Tech
22032,JJZQNEEZ,354,76,Health
22033,DSCBNNCV,119,34,Health
22034,LJGLO,444,13,Health
22035,QTBXOM,408,18,Tech
22036,BOFMBSQU,189,60,Health
22037,WPTXHV,330,12,Health
22038,HMHTOCU,81,13,Health
22039,UUQWHTOD,462,26,Health
22040,RLKLOZ,257,14,Finance
22041,YEBTH,199,98,Health
22042,YTKXQVVM,160,83,Health
22043,EYFYD,151,82,Tech
22044,TAKOKTVV,112,35,Health
22045,HNPATT,115,90,Tech
22046,OYLFFOURT,53,50,Finance
22047,HNFLUKTKT,223,63,Finance
22048,CEJSOQG,223,34,Finance
22049,AXFXRU,162,95,Health
22050,YARYAPXE,66,11,Health
22051,UZTGNSRP,331,41,Health
22052,WOSIFV,308,14,Tech
22053,SERQLSAE,315,21,Finance
22054,PXKFSN,126,73,Health
22055,NLLPURHV,431,34,Health
22056,BUHKEAVC,62,11,Finance
22057,FWOXSZHHT,277,68,Finance
22058,AGNSN,454,14,Finance
22059,ZETTPCJW,135,10,Health
22060,HZRCHXPQ,437,81,Tech
22061,FKQLSR,130,65,Tech
22062,YSNTFYS,135,86,Finance
22063,YURDEDZ,369,36,Finance
22064,SHYBZ,190,76,Finance
22065,TLPDHR,165,77,Tech
22066,VQQZV,490,22,Tech
22067,QNVLVQ,255,15,Health
22068,UHGMIXAD,120,97,Tech
22069,QZYOET,455,90,Tech
22070,FZWITE,300,14,Finance
22071,LGQNWF,360,84,Finance
22072,HOQBRBM,193,30,Health
22073,EMMQZPPE,212,83,Health
22074,ORYQDNZ,88,95,Tech
22075,FQVTHUU,488,53,Tech
22076,IINGKOJMZ,249,18,Tech
22077,TKBBTENW,459,94,Health
22078,NHGIQP,288,95,Tech
22079,SHWFKYO,309,58,Tech
22080,UTWQZ,416,77,Finance
22081,ZJVZXJE,326,68,Tech
22082,QJOVG,215,84,Finance
22083,NFWUYUF,329,47,Tech
22084,EYIFTWPM,476,34,Finance
22085,JWQIFMGWU,422,41,Finance
22086,VAFYEJ,65,93,Tech
22087,QTHWOM,376,26,Health
22088,PYDPMRH,152,42,Finance
22089,EEKUNWQIB,250,64,Health
22090,XUZAHLDBS,391,20,Health
22091,LDWROHXCZ,54,24,Tech
22092,EXMAQUY,428,11,Finance
22093,DFLBX,77,48,Health
22094,DLFTBV,477,81,Health
22095,YTKCDS,200,86,Health
22096,BMSLV,484,94,Finance
22097,QECSH,212,46,Health
22098,KPBOBPTJP,275,32,Tech
22099,HXURI,493,92,Health
22100,LFEMCRL,84,25,Tech
22101,YBUTDV,147,68,Finance
22102,EDMMT,450,84,Health
22103,HYJNVTGYC,379,40,Health
22104,ILKZQX,75,69,Finance
22105,AOBYAGI,396,98,Health
22106,EOJWL,456,62,Health
22107,EPQKPQ,107,40,Finance
22108,MSTYSTJ,114,12,Health
22109,WELYBOFP,374,91,Finance
22110,PRWSJMAS,397,79,Tech
22111,EAGYFI,495,49,Tech
22112,ODKVVTZES,297,91,Health
22113,GMSTOQAGY,311,52,Health
22114,HROIDO,95,20,Health
22115,WPUNDEEPU,253,39,Health
22116,ITZXRWWER,248,35,Finance
22117,WSHEVBPP,384,55,Tech
22118,NFWJWHM,162,67,Tech
22119,QIQCKQVZ,56,23,Tech
22120,NKDYFLDO,123,90,Health
22121,ITMUUVRR,81,25,Finance
22122,RWZWUSZC,297,34,Health
22123,CSFBSH,243,76,Finance
22124,GOUSD,312,54,Tech
22125,NEYGVXQ,297,49,Health
22126,NAEVYPYT,134,92,Tech
22127,CDXGFKG,52,85,Finance
22128,LLXMGDGUW,223,99,Finance
22129,BFHZGJX,124,55,Finance
22130,PBSZLLPZ,332,55,Health
22131,CMGBD,427,45,Finance
22132,PIKFAPBXJ,285,21,Tech
22133,PHEQIUR,105,66,Tech
22134,CFGEQQO,106,38,Tech
22135,IJYHJMEVR,415,88,Health
22136,BPEGNCAHT,299,91,Finance
22137,PJGPW,424,88,Finance
22138,FLQGH,396,55,Tech
22139,FKFGI,124,10,Tech
22140,NKVGP,89,49,Tech
22141,YRDSNEQ,82,31,Tech
22142,GWLMGS,257,55,Finance
22143,JCBJL,158,76,Tech
22144,FFRCZLTAM,57,70,Health
22145,DMBMEO,61,29,Health
22146,FEKXR,166,61,Tech
22147,AYLYVG,81,57,Health
22148,NAUUGWKTI,196,32,Health
22149,BKFMJ,261,19,Tech
22150,CCFIRX,474,52,Finance
22151,OCHNKDTEY,362,28,Finance
22152,XHVNQSF,362,88,Health
22153,WPPWW,368,98,Health
22154,AUJSQFTV,102,58,Health
22155,FTBVPOH,87,50,Tech
22156,GZLEWJH,279,72,Finance
22157,UODGV,434,99,Tech
22158,AIAHJQ,123,65,Finance
22159,EHHBWSJO,78,72,Tech
22160,WXKNIEE,127,74,Tech
22161,NHXZLAKQ,323,27,Finance
22162,XVDJC,298,97,Tech
22163,QVTCBYG,309,97,Finance
22164,TNTEPC,220,57,Finance
22165,HWNEWWU,398,65,Health
22166,WRIUK,438,77,Tech
22167,QFSWUZUSG,289,12,Tech
22168,DNYPESHW,83,98,Finance
22169,VIIKB,112,82,Tech
22170,GOUFEU,492,31,Health
22171,BNZONGHFZ,418,22,Tech
22172,SQJFAOK,247,87,Health
22173,MQKJY,280,59,Health
22174,VZTNSRY,99,89,Tech
22175,OURXZJ,319,16,Tech
22176,MIISYK,274,86,Finance
22177,TYOLBGO,218,30,Health
22178,CHVWMS,393,84,Tech
22179,CFHOBMPWN,472,36,Finance
22180,QYSNU,322,60,Tech
22181,CVHLNZCI,250,41,Finance
22182,IBHPLPGVQ,466,18,Finance
22183,QXAROMABI,354,32,Tech
22184,KHFQH,144,45,Health
22185,YXTCT,419,11,Health
22186,MYNELB,170,71,Health
22187,IYDJJYO,432,13,Finance
22188,JIJIEPGNL,384,50,Finance
22189,TIVZMITR,392,92,Health
22190,LVPJJU,288,23,Finance
22191,BAORN,438,45,Health
22192,NUSKFHKFQ,180,60,Finance
22193,DHFQRE,152,80,Health
22194,DNNUYHAW,260,49,Finance
22195,ZDRQWJ,322,77,Finance
22196,OZFAKYTP,492,41,Finance
22197,FRILUW,57,43,Tech
22198,FOIGEA,431,86,Health
22199,XXOBF,395,47,Tech
22200,KNCPAG,372,44,Tech
22201,AWEISGVUS,230,23,Health
22202,FILIPBU,406,39,Finance
22203,OTIPK,55,38,Finance
22204,UGYMP,497,70,Finance
22205,RIHTPKFX,181,11,Finance
22206,SEWODYMT,84,96,Tech
22207,POFDOO,238,46,Tech
22208,DFFHSO,274,57,Tech
22209,DBECQTQI,327,18,Health
22210,GIYAYK,332,91,Finance
22211,GEHQCOEDW,296,30,Health
22212,GTLSGZA,170,11,Finance
22213,BAVDPFML,375,37,Health
22214,NLPDXVI,477,62,Health
22215,FUBVXEMZS,142,50,Finance
22216,HLERNSG,318,62,Health
22217,DIFZFBOTS,136,83,Tech
22218,VGMDZKF,441,71,Health
22219,NUUSLG,364,43,Tech
22220,PBKTMNWY,165,92,Tech
22221,FVNYBNDS,424,56,Tech
22222,MVGHPB,343,15,Health
22223,BAUUOFFD,349,21,Health
22224,AINIYULN,371,76,Tech
22225,LCGRJKHTQ,109,75,Finance
22226,IIXBJQD,213,15,Finance
22227,ZKZOHB,400,87,Health
22228,UCSTQ,218,70,Health
22229,KGUBOF,276,49,Tech
22230,FFPUEWDJI,332,53,Finance
22231,DYICXXGEJ,484,43,Health
22232,VOCBLBJ,227,11,Tech
22233,MYJTTUHLQ,297,86,Tech
22234,YDYJS,302,32,Health
22235,LKNVOMMLU,341,14,Tech
22236,VJGZPXNHG,435,21,Health
22237,TIBASVESR,449,85,Health
22238,FRDLKCAGR,326,56,Finance
22239,VZFTVTBRN,69,48,Tech
22240,CEZREANUA,368,59,Health
22241,RPFSQOHKO,482,32,Finance
22242,WGDLEIXIZ,376,10,Health
22243,JFKTASIUO,70,38,Finance
22244,BVBFTHVZA,98,87,Tech
22245,WJCEY,153,31,Health
22246,FBRJR,179,92,Health
22247,GMFJXTY,58,73,Finance
22248,YPAHV,98,28,Tech
22249,IOULREFOZ,287,96,Health
22250,TBIPYZCJ,101,65,Health
22251,KOUSVS,218,22,Finance
22252,CCRWOSP,134,39,Finance
22253,MNQVVAMMC,297,93,Tech
22254,GBTKJLLEU,217,71,Finance
22255,MEKLFCKKZ,208,17,Health
22256,UIFHKGM,433,88,Finance
22257,RFHMLL,471,22,Health
22258,OCMCM,458,49,Tech
22259,YJZSJVZAY,100,33,Tech
22260,QSOVUOGD,424,99,Health
22261,VRSFVS,449,95,Finance
22262,VBBXLY,234,36,Health
22263,YXZLK,237,82,Health
22264,MANHHYRTA,379,65,Finance
22265,MMWLMF,133,60,Tech
22266,GWCZOZM,125,33,Tech
22267,IEEQCUUX,237,69,Finance
22268,KFEHDMCJ,139,94,Health
22269,FTKUFRO,491,16,Tech
22270,ZCJAPPX,307,49,Tech
22271,FSQNXIXO,171,93,Tech
22272,GOZWPBUDL,276,75,Health
22273,BBIVFRJ,70,66,Health
22274,BDRQM,469,49,Tech
22275,IBGLAMFKB,146,78,Tech
22276,HIEGMO,116,57,Tech
22277,MGEFLQTFP,227,21,Tech
22278,VZIWNUT,256,80,Health
22279,KVYJL,174,68,Finance
22280,UJKBZX,484,74,Health
22281,UCUYY,442,41,Health
22282,PNUQZD,263,71,Tech
22283,WSWFDXRCE,213,85,Finance
22284,XSNYAZW,338,24,Finance
22285,NVARQNCLI,113,17,Tech
22286,YOEDKLFG,269,74,Finance
22287,TZVJRR,480,35,Finance
22288,NSILUKS,471,90,Health
22289,AOSWXZR,252,86,Finance
22290,KPXBB,377,25,Health
22291,DEVWZE,82,90,Tech
22292,DBWYR,292,98,Finance
22293,TJAMTGZYT,256,93,Finance
22294,ZRPPNST,63,16,Tech
22295,YWIJAEXA,203,32,Finance
22296,UJXQS,68,56,Finance
22297,LWXBTGM,418,26,Health
22298,RAJLSETN,133,72,Finance
22299,LEXWMBO,257,36,Finance
22300,MZNGLWI,142,50,Health
22301,MKJIJBG,213,12,Tech
22302,WCFFOC,316,29,Health
22303,PADGEB,441,65,Finance
22304,BYGZV,150,88,Tech
22305,BKDUXMKU,360,81,Finance
22306,VBRBYT,104,49,Tech
22307,GXIKRVG,357,32,Tech
22308,WXRFHSGJ,413,68,Tech
22309,UUWVEM,155,45,Tech
22310,VTIMO,169,77,Finance
22311,TSRFFXN,381,22,Health
22312,PRTTVOPP,101,51,Tech
22313,BASFF,163,69,Tech
22314,YMPWIISLC,349,62,Tech
22315,QKGGR,248,46,Health
22316,KRXOMKSDR,470,51,Health
22317,ZJKNMESE,80,28,Tech
22318,XRMCG,237,97,Health
22319,AZDRNERBD,136,54,Tech
22320,AFDQGF,226,62,Health
22321,DDLANSG,275,58,Finance
22322,CJWQLN,365,84,Tech
22323,CBTWT,396,50,Finance
22324,RDSTNP,364,20,Finance
22325,ZOSPOEIP,150,11,Tech
22326,NLXJL,263,79,Health
22327,NVOBMHY,318,88,Tech
22328,GGIWBCHK,385,62,Tech
22329,LZQFAS,230,36,Tech
22330,VZOUWM,322,44,Finance
22331,YMBTTCF,264,87,Finance
22332,UEWBYZR,206,91,Tech
22333,NFCZCD,456,15,Finance
22334,ENKPUNM,319,55,Finance
22335,RKHSYCCN,467,23,Tech
22336,LWENPIUHX,456,30,Tech
22337,ZLSAFY,227,32,Finance
22338,SRGVGR,267,93,Finance
22339,MBBCJYJN,375,69,Health
22340,UTZHZDJTO,216,61,Finance
22341,DIDSHE,151,21,Finance
22342,DBQDMGVL,424,96,Tech
22343,QKFTOI,106,93,Health
22344,UKNED,207,44,Tech
22345,MXSYFOA,427,26,Tech
22346,LJUNUQ,413,48,Health
22347,HMISHAXC,88,47,Finance
22348,XRZKYORA,251,66,Finance
22349,MVDNHHOV,477,24,Finance
22350,EOHOV,468,80,Finance
22351,LSUXOO,351,81,Finance
22352,NNPMJ,173,29,Health
22353,SCARLIR,258,27,Tech
22354,MJUJNBDY,95,71,Tech
22355,ESVOWIP,327,55,Health
22356,ZBLIJE,357,79,Finance
22357,CHLTLNCZ,389,84,Tech
22358,DKTTAKS,96,62,Tech
22359,VNKZCUUC,327,67,Tech
22360,HCYWRWON,144,63,Finance
22361,JGFBCDNLV,381,18,Finance
22362,RBAUMJ,317,47,Finance
22363,IYBPLVYIV,460,83,Health
22364,XIIMLLXNO,322,59,Finance
22365,FYMFVBNO,194,38,Finance
22366,KKIAWIUF,223,54,Finance
22367,DZLCS,166,96,Health
22368,CFNTUJIYE,394,54,Health
22369,IKMQZRBL,216,15,Finance
22370,LPHOKEUYM,386,73,Health
22371,ADVLIGMOF,369,75,Finance
22372,BJGKXI,161,49,Tech
22373,BMYKCTHVU,353,22,Health
22374,LOFBXAXVY,317,41,Tech
22375,WQLIFGUFG,287,42,Tech
22376,QDSFH,495,81,Health
22377,XQBQVYQZ,133,18,Health
22378,CKMHDY,174,35,Tech
22379,ZDAOWBXX,366,26,Finance
22380,HAINPTGQ,368,96,Finance
22381,CRWUE,112,10,Health
22382,ZIUHFWIP,57,18,Finance
22383,QKHPDAQS,429,60,Finance
22384,LEWTBQ,353,91,Health
22385,EPJVKINF,193,75,Tech
22386,AUSLBB,80,23,Health
